Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDD53,OUT046,697.3833
NCM31,OUT027,3347.413
FDT16,OUT017,4204.9653
FDR40,OUT035,1320.3604
DRG25,OUT017,3326.1394
FDT10,OUT035,996.0143
FDY32,OUT013,2627.5244
FDN50,OUT035,1493.3141
FDZ35,OUT019,286.77258
NCP54,OUT045,2096.3748
NCD07,OUT035,1763.7283
FDS02,OUT018,3111.979
DRN59,OUT018,655.1725
DRB24,OUT013,2443.908
FDP37,OUT027,3103.993
DRB01,OUT018,2747.7952
FDR47,OUT046,2954.6685
NCM31,OUT010,380.69348
NCF06,OUT027,6255.1953
NCV17,OUT027,3263.2136
FDS10,OUT049,2803.6833
FDN52,OUT035,1399.1171
FDZ48,OUT013,1960.3297
FDJ48,OUT049,4192.382
DRB13,OUT027,4834.831
FDV59,OUT017,3582.9785
FDL32,OUT035,1790.6381
FDZ12,OUT035,2111.0762
NCR06,OUT027,993.1847
FDP51,OUT017,2094.6958
FDY22,OUT013,2250.9045
FDZ38,OUT049,3091.9563
NCO54,OUT035,914.69727
FDR23,OUT035,2897.8154
FDM38,OUT049,905.1093
FDS25,OUT013,1786.3693
FDZ22,OUT013,1327.2913
FDZ20,OUT019,698.2666
FDD45,OUT010,319.3017
FDN03,OUT049,4278.272
NCW30,OUT046,3878.3945
FDY24,OUT027,1626.6459
FDJ26,OUT019,617.0377
FDM15,OUT049,2479.1494
NCW54,OUT027,1882.6702
FDA23,OUT045,1624.7565
FDA39,OUT019,237.98018
FDZ12,OUT017,2428.4683
NCB42,OUT046,1941.5275
FDL16,OUT046,742.49414
FDO24,OUT019,472.27548
NCP42,OUT046,3066.1155
FDR19,OUT018,2122.2502
DRL01,OUT045,3868.27
FDV37,OUT046,3068.0254
FDI41,OUT010,446.82278
FDF58,OUT049,1008.627
NCF43,OUT018,1786.1348
FDN02,OUT049,3536.7063
NCP41,OUT035,1735.9752
NCY17,OUT027,1191.8481
FDL58,OUT027,4364.579
NCA30,OUT027,5214.111
FDE46,OUT018,2139.1335
FDY38,OUT035,3748.1902
NCH29,OUT027,2590.8416
FDO20,OUT045,3752.9985
FDP44,OUT018,1490.5642
FDM02,OUT027,2411.7002
FDJ14,OUT027,2306.8047
FDH04,OUT010,377.3259
DRK23,OUT046,4125.401
NCW05,OUT046,1729.6741
FDF12,OUT049,2372.2922
FDL51,OUT019,616.2376
FDN03,OUT018,3454.521
DRJ37,OUT049,2491.7007
FDM12,OUT019,560.53674
FDA16,OUT045,3581.7043
NCB07,OUT017,3125.8306
NCI17,OUT019,312.94565
FDR51,OUT046,2340.2314
FDJ55,OUT045,3728.2688
NCZ17,OUT013,706.4545
FDU25,OUT013,880.202
NCG18,OUT045,1657.399
DRM11,OUT017,4045.6633
FDH16,OUT035,1464.9574
FDZ04,OUT018,763.6537
NCX53,OUT035,2128.753
FDX38,OUT027,1335.7288
FDX09,OUT046,2749.9292
NCW05,OUT018,1501.3236
NCS41,OUT017,3210.278
FDI26,OUT046,2794.7485
NCZ41,OUT027,3220.7402
NCK06,OUT046,2136.8853
FDX23,OUT027,2550.0728
NCA42,OUT046,2490.7917
FDC20,OUT049,891.33386
DRC49,OUT018,2140.905
FDX01,OUT013,1958.438
FDC08,OUT045,3588.9553
FDC02,OUT017,4399.1465
FDK10,OUT045,2775.366
DRC24,OUT013,2454.366
FDW16,OUT019,322.8017
NCU06,OUT018,3161.7485
DRA59,OUT045,3094.6702
FDR24,OUT019,332.56906
DRL35,OUT018,602.5831
FDA49,OUT013,1401.0881
NCC55,OUT046,657.6872
DRD24,OUT019,331.92468
NCE55,OUT049,2993.8835
FDT33,OUT045,2858.8564
NCT53,OUT013,2589.9045
FDS26,OUT046,3970.0144
FDL22,OUT018,1227.121
FDP44,OUT017,1686.7642
FDC52,OUT018,2111.3882
FDI53,OUT010,514.4751
FDZ23,OUT046,3010.9697
NCT18,OUT013,3344.634
FDR13,OUT046,1928.0223
FDB09,OUT010,376.6798
FDZ60,OUT013,1678.0901
FDB11,OUT046,3678.967
FDC10,OUT018,1719.5798
FDW56,OUT035,3263.424
FDK14,OUT027,2317.12
DRE27,OUT027,2412.905
FDA38,OUT017,3846.2693
FDT11,OUT045,3087.5076
FDP15,OUT035,4020.4956
FDV27,OUT035,1408.4526
FDS36,OUT027,2537.7
FDY40,OUT027,1315.1671
NCF19,OUT049,766.11395
FDF53,OUT045,3078.9353
FDS14,OUT027,3567.8982
FDE56,OUT046,983.00995
FDZ19,OUT035,2746.026
FDZ46,OUT013,1771.2252
FDR16,OUT046,3492.3862
FDG29,OUT018,597.10144
NCE30,OUT017,3343.0894
FDZ40,OUT046,836.8473
FDG58,OUT018,2230.0662
DRH03,OUT013,1527.6411
FDZ47,OUT045,1591.5326
FDV04,OUT018,2326.5237
FDZ10,OUT018,1766.6782
FDG46,OUT017,1938.1974
NCF07,OUT045,1625.9777
FDY44,OUT035,3332.744
FDB21,OUT013,4067.2395
FDS20,OUT035,3331.3027
FDS49,OUT049,1288.9087
FDX55,OUT027,5413.739
NCQ02,OUT018,2632.3716
FDR25,OUT013,4263.503
DRG39,OUT045,890.5542
FDB46,OUT046,3374.5225
NCC30,OUT018,2598.4736
FDE58,OUT035,2179.3777
FDC05,OUT019,581.86346
FDY15,OUT046,2425.6423
FDG14,OUT046,2349.8901
FDL08,OUT049,4201.0254
FDQ47,OUT013,657.8091
FDN12,OUT035,1749.0005
FDW10,OUT013,2571.4185
FDD02,OUT035,1980.7826
FDX35,OUT010,762.36426
FDT35,OUT046,2675.3333
DRN47,OUT019,499.3832
FDB11,OUT010,697.391
FDN20,OUT045,2756.4075
FDB59,OUT035,3217.1162
FDJ58,OUT045,2902.75
FDU60,OUT046,2647.8333
FDS03,OUT049,1029.0696
FDU40,OUT019,565.2555
DRH15,OUT049,763.2655
FDD04,OUT027,3414.965
FDQ01,OUT046,3649.7346
FDF28,OUT035,2147.106
FDD22,OUT010,358.8959
FDY19,OUT046,1991.7025
FDN33,OUT035,1491.981
FDV36,OUT035,2272.906
FDW01,OUT010,486.5163
FDJ28,OUT049,3283.609
FDB17,OUT035,2978.037
FDM40,OUT049,2144.2458
FDV46,OUT045,2127.6926
FDQ44,OUT049,2019.0603
NCD42,OUT046,698.46387
DRH37,OUT046,2561.8838
FDR10,OUT018,2394.5994
NCD06,OUT027,1115.3088
FDI53,OUT046,2536.0571
FDG16,OUT035,3478.6995
DRB25,OUT046,1680.4211
FDY09,OUT046,2773.5496
FDX48,OUT045,2469.1797
FDC03,OUT010,616.4606
FDT47,OUT035,1710.331
FDW44,OUT027,4327.332
FDT24,OUT017,1283.6992
FDT12,OUT019,662.7834
NCS38,OUT035,1932.4001
FDO39,OUT035,3138.71
FDA13,OUT046,682.442
FDO48,OUT035,3680.1934
DRJ01,OUT017,2472.6392
FDD53,OUT018,577.6808
NCT05,OUT049,4188.774
FDQ51,OUT045,771.78516
FDU60,OUT013,2699.1814
FDC59,OUT046,961.9336
FDP36,OUT035,796.82367
NCM19,OUT017,1768.4226
FDL16,OUT035,724.55304
FDE50,OUT018,2602.6768
NCR18,OUT013,706.04236
NCD30,OUT035,1569.7465
FDH31,OUT013,1654.5588
FDD56,OUT019,511.236
FDC47,OUT049,3881.0886
FDZ21,OUT045,1539.2598
FDM01,OUT049,1662.376
FDF24,OUT013,1343.1216
FDW23,OUT017,716.9131
FDY52,OUT018,769.8413
DRH37,OUT027,4087.085
DRO47,OUT027,3057.907
FDR25,OUT049,4270.559
FDQ24,OUT027,6154.993
DRJ51,OUT018,3244.561
NCU06,OUT035,3947.27
NCV18,OUT018,1081.2294
NCC06,OUT027,3392.3794
FDZ01,OUT018,1522.8
FDT14,OUT017,2044.8887
FDD11,OUT019,578.9254
FDN09,OUT017,4027.739
NCO18,OUT010,574.003
FDZ50,OUT045,3091.3638
FDS44,OUT013,3984.9668
FDI36,OUT045,3136.3674
FDA26,OUT010,663.9776
NCY53,OUT049,1870.9857
FDF32,OUT049,3180.953
FDF59,OUT010,364.7234
FDB20,OUT046,1233.8375
DRH11,OUT035,921.302
FDT03,OUT049,2652.773
NCH06,OUT035,3843.378
FDR55,OUT049,3263.3281
FDI10,OUT035,2887.3281
FDZ12,OUT045,2075.9128
FDM12,OUT049,3216.3894
DRB25,OUT045,1669.8848
NCS41,OUT013,3359.2976
NCT53,OUT049,2677.8892
NCD55,OUT013,685.05646
FDY08,OUT049,2188.0962
NCP55,OUT049,911.3818
FDA33,OUT013,2344.1833
FDQ33,OUT013,2457.7095
FDE45,OUT027,4938.596
FDT26,OUT013,2124.5464
NCV53,OUT049,4474.896
FDK60,OUT027,2567.781
NCJ29,OUT046,1321.9656
FDI15,OUT045,4079.7256
FDX21,OUT013,1734.8665
FDV49,OUT019,694.0744
DRO59,OUT046,1273.6289
FDZ14,OUT045,2045.2375
FDP32,OUT027,3403.2048
FDC33,OUT017,3217.906
FDT14,OUT010,371.7801
NCN54,OUT027,2169.2178
FDR57,OUT027,4032.7346
DRK12,OUT046,666.682
FDX52,OUT049,3251.5508
FDX08,OUT010,555.77856
FDP10,OUT010,304.3442
NCP50,OUT045,1280.4049
NCL06,OUT013,4462.778
FDP25,OUT013,3378.1604
FDE53,OUT013,1663.1758
FDL27,OUT017,1070.3358
FDC35,OUT049,3414.99
DRJ47,OUT010,554.10205
FDD16,OUT018,912.5903
NCN42,OUT049,2502.213
FDC38,OUT027,3297.075
NCO07,OUT045,3505.8394
FDQ20,OUT049,700.9783
FDI32,OUT046,1960.9238
FDN20,OUT010,498.2946
DRJ51,OUT027,6387.692
FDU08,OUT045,1527.0065
DRN37,OUT019,482.45654
FDD05,OUT010,427.00244
FDW15,OUT046,2455.6155
FDI52,OUT046,2144.2744
DRM11,OUT049,4234.564
NCO06,OUT045,646.1905
FDU38,OUT049,3237.254
FDU59,OUT018,2348.595
FDJ10,OUT046,2147.9424
FDM13,OUT049,2125.2524
NCJ30,OUT019,500.9451
FDM45,OUT018,1760.5399
FDP36,OUT045,777.1078
NCD30,OUT010,332.33444
FDN48,OUT017,1525.0193
FDY32,OUT049,2641.874
FDU47,OUT046,2094.0754
FDF17,OUT019,596.28546
FDP34,OUT017,2681.413
FDA47,OUT049,2744.6396
DRD27,OUT027,2284.9648
FDW38,OUT045,975.75684
FDZ15,OUT019,289.43906
FDZ03,OUT027,5048.898
NCN19,OUT049,3228.4392
FDG02,OUT035,3196.0093
FDS31,OUT035,3409.1406
FDW43,OUT019,634.0453
FDZ47,OUT010,285.478
FDO57,OUT017,2493.517
NCL07,OUT013,687.6783
NCV42,OUT013,1705.7048
FDP40,OUT017,1882.07
FDP48,OUT019,590.83484
FDH21,OUT017,2705.1182
NCP02,OUT049,969.7116
FDK24,OUT049,771.3925
FDC41,OUT045,1194.8516
FDF08,OUT017,1404.8967
FDO49,OUT017,784.30707
FDS56,OUT027,6813.6265
FDX46,OUT018,766.44446
FDQ07,OUT013,3346.862
FDC32,OUT010,327.25464
FDT21,OUT019,568.81604
FDG58,OUT045,2427.0745
FDW14,OUT049,1336.5131
DRA12,OUT027,3380.1677
FDV27,OUT013,1379.5568
DRD25,OUT013,1769.9996
DRF48,OUT027,5235.8438
FDX24,OUT017,1478.6007
DRJ51,OUT046,3518.7515
FDE45,OUT045,2919.675
FDE14,OUT046,1668.5182
FDG53,OUT045,2067.5273
FDT08,OUT046,2426.0022
DRC27,OUT027,5910.616
FDG20,OUT035,2806.3718
FDC21,OUT046,1670.5919
FDV31,OUT018,2828.66
FDB58,OUT045,2112.4692
FDV23,OUT046,2051.5315
FDA25,OUT019,315.6131
FDC15,OUT046,2429.6587
FDU47,OUT049,2186.352
FDE23,OUT013,749.79083
FDS08,OUT013,2814.1528
FDW03,OUT027,2649.014
FDJ60,OUT018,2361.4873
FDM34,OUT017,2204.8545
FDW33,OUT013,1682.1086
FDZ40,OUT013,854.69714
FDE33,OUT018,955.1483
NCC06,OUT010,383.53525
FDU11,OUT046,1977.0515
FDL44,OUT017,2819.8762
NCZ29,OUT017,2144.1338
FDG28,OUT010,723.98773
FDL12,OUT018,749.1184
FDD52,OUT017,1657.992
FDO15,OUT013,1037.9648
NCN29,OUT027,1369.7373
FDW36,OUT013,1703.1932
FDB21,OUT046,3865.6165
FDZ28,OUT013,2216.5088
FDY10,OUT035,1987.4828
DRG39,OUT017,883.0224
FDN28,OUT013,1631.52
FDV15,OUT035,1667.8619
DRI13,OUT035,3681.4348
FDH20,OUT046,1507.0303
FDY51,OUT013,3381.9734
FDE16,OUT013,3567.385
FDX40,OUT018,559.7087
FDC48,OUT018,988.44214
FDS14,OUT046,2315.9272
FDX56,OUT017,3761.184
FDI10,OUT046,2830.602
FDI14,OUT013,2246.0151
DRM48,OUT013,677.3459
NCH07,OUT027,4120.4194
FDY26,OUT013,3418.6865
FDD02,OUT027,2967.6064
FDM12,OUT046,3053.1929
DRF01,OUT010,482.6295
FDV36,OUT046,2200.2522
DRI59,OUT013,3804.2952
FDV03,OUT018,2248.0469
FDO39,OUT017,3403.0935
NCB07,OUT018,2996.909
FDH38,OUT027,2892.322
FDZ13,OUT035,783.62775
NCZ30,OUT046,2079.6982
NCA06,OUT035,650.44403
FDB04,OUT049,1348.6688
FDN50,OUT013,1469.2808
NCG06,OUT049,4078.4998
NCY17,OUT018,622.4751
FDC23,OUT046,2716.1628
FDK33,OUT049,3402.6096
FDR03,OUT049,3588.36
FDZ07,OUT045,1025.1874
FDO38,OUT013,1311.5707
FDS59,OUT046,1661.9779
DRM11,OUT019,642.844
FDX52,OUT027,5221.4434
DRJ35,OUT018,762.664
NCP53,OUT046,3797.1003
FDW15,OUT019,410.97296
DRI47,OUT045,2495.8774
DRZ11,OUT035,2081.2559
FDS02,OUT013,3142.6401
DRD49,OUT018,3450.9585
FDW38,OUT049,956.11676
FDR21,OUT019,509.14172
FDE40,OUT013,987.6263
FDI02,OUT045,1744.0054
FDQ04,OUT045,701.6089
FDY14,OUT017,4366.2754
NCT54,OUT046,1506.9269
DRD25,OUT017,1765.4064
DRE01,OUT045,3782.3325
FDJ12,OUT010,711.1869
NCZ05,OUT049,1656.072
DRB25,OUT019,295.56485
NCC31,OUT045,2574.2937
FDM16,OUT045,1260.2723
DRG11,OUT049,1673.5596
FDV24,OUT027,3731.4238
FDV43,OUT046,710.61017
FDG05,OUT018,2159.3293
FDV23,OUT010,376.3386
FDI58,OUT018,1229.4412
FDQ11,OUT017,4129.014
FDC05,OUT027,5216.67
FDF40,OUT013,4073.3984
FDU02,OUT018,3322.42
FDT32,OUT013,3037.1462
NCF06,OUT017,3754.748
FDT46,OUT013,756.9766
FDR58,OUT010,358.45468
FDY04,OUT046,2566.858
FDT58,OUT045,2768.2844
FDE46,OUT049,2471.8318
DRH11,OUT017,922.068
DRI51,OUT046,2751.6262
FDC35,OUT017,3474.593
FDP45,OUT035,4008.7576
FDC45,OUT017,2900.9658
FDU01,OUT045,3012.25
FDJ53,OUT010,353.9699
FDJ46,OUT017,2961.1963
FDX07,OUT013,3078.0725
NCI30,OUT049,3887.5747
FDE47,OUT027,3216.901
FDV48,OUT045,1308.8478
FDN16,OUT019,295.88217
FDM52,OUT013,2500.3567
FDA32,OUT027,5347.945
FDH05,OUT017,3795.6528
FDW25,OUT010,417.22614
FDQ09,OUT046,1912.9603
NCM17,OUT010,244.62263
DRM59,OUT046,2320.3567
FDV47,OUT027,2219.436
DRE15,OUT035,1228.4512
FDS25,OUT010,365.6127
NCZ05,OUT018,1501.9568
NCV05,OUT019,410.6926
DRM37,OUT046,3050.5002
FDV58,OUT027,5326.1323
FDN22,OUT027,5939.2314
NCO06,OUT049,652.11334
FDT56,OUT019,271.0078
FDM02,OUT013,1404.6646
FDA09,OUT046,2804.956
NCC06,OUT035,2266.51
NCL54,OUT049,3057.6973
NCB55,OUT017,983.9733
FDB12,OUT017,1687.4747
NCA54,OUT049,3001.8413
NCS38,OUT049,1949.7003
FDC02,OUT049,4300.6855
FDK44,OUT019,488.57245
FDE16,OUT035,3737.8376
NCS05,OUT035,2167.7012
FDZ59,OUT045,2704.5127
FDI20,OUT017,3684.3105
FDQ14,OUT046,2351.5046
FDF53,OUT017,3079.6035
FDW25,OUT017,1508.2389
NCQ43,OUT010,301.16818
FDX52,OUT013,3172.4827
FDE28,OUT045,3711.724
FDN15,OUT017,2288.7087
FDO28,OUT017,1933.3727
FDQ33,OUT045,2486.4817
FDM22,OUT010,276.92282
FDJ03,OUT017,781.99384
FDI16,OUT045,893.3176
FDI09,OUT027,6076.017
FDX55,OUT013,3419.6208
FDS23,OUT027,3087.2913
DRC12,OUT045,2985.3618
FDH41,OUT049,3459.6418
FDN01,OUT013,2929.5735
FDV55,OUT045,2441.6619
NCJ19,OUT013,855.43024
NCY29,OUT010,275.38315
FDP03,OUT018,1786.7886
FDZ52,OUT045,1747.4431
FDH31,OUT010,323.07513
FDQ19,OUT018,3306.2734
FDS15,OUT035,1678.0243
FDN32,OUT017,3339.148
FDH32,OUT049,1608.7925
FDF33,OUT017,1747.8988
FDJ22,OUT046,2920.874
FDG56,OUT010,275.9244
FDC05,OUT046,3082.253
FDK09,OUT013,3769.2427
NCV29,OUT045,2929.6946
NCC43,OUT019,564.7333
NCA42,OUT049,2525.9802
FDC10,OUT046,1913.6256
FDC16,OUT013,1353.9114
NCL17,OUT013,2140.5168
FDA51,OUT035,1908.0095
FDW01,OUT017,2554.1265
NCF30,OUT045,2158.011
FDN49,OUT013,681.4242
FDY20,OUT045,1424.4216
FDC15,OUT045,2445.0537
FDY24,OUT046,939.3962
NCG43,OUT017,1541.0846
FDA48,OUT013,3633.8062
NCF55,OUT017,686.1757
FDL38,OUT049,1442.3228
NCQ29,OUT018,3415.858
FDC34,OUT017,2687.698
FDP36,OUT027,1330.0251
FDN50,OUT010,340.7576
FDO23,OUT049,1495.9407
FDT56,OUT013,860.6894
FDT13,OUT027,5139.8735
FDZ03,OUT013,3165.6743
FDQ03,OUT010,669.51855
FDU44,OUT045,2655.8242
FDD03,OUT049,3934.811
NCH30,OUT013,1829.4652
FDS60,OUT010,463.5909
FDG08,OUT046,2800.0752
FDX38,OUT017,779.21954
FDD22,OUT017,1935.2991
FDW51,OUT013,3327.3772
FDL09,OUT017,2787.6765
FDZ60,OUT045,1669.1483
NCH07,OUT046,2613.3215
NCQ41,OUT049,3265.791
FDW04,OUT049,2115.133
FDI08,OUT027,6053.377
FDR19,OUT019,413.57117
FDV13,OUT046,1379.31
FDB52,OUT017,3880.9717
FDZ48,OUT027,2979.153
NCO14,OUT049,766.9113
FDZ50,OUT013,3294.5527
FDN27,OUT019,315.63455
FDQ60,OUT013,2114.668
FDR49,OUT017,787.62463
DRJ35,OUT027,1684.6841
DRI49,OUT017,1354.0258
FDB47,OUT017,3678.918
FDP37,OUT010,388.93915
FDR26,OUT049,2603.7053
FDY31,OUT019,436.70682
FDC11,OUT045,1415.3198
DRP47,OUT035,4182.587
NCY54,OUT018,2550.6145
FDR27,OUT046,2139.4028
FDQ21,OUT019,330.91867
NCQ29,OUT035,3921.978
FDJ02,OUT046,2442.639
FDE21,OUT018,1686.9679
FDM39,OUT046,2782.0425
FDZ01,OUT017,1691.1674
NCB19,OUT018,1189.2933
FDU03,OUT046,2718.2712
FDP27,OUT049,3274.8923
DRF01,OUT045,2316.465
FDM03,OUT049,1685.3849
FDV01,OUT046,2407.1182
FDS16,OUT046,2471.1814
FDO45,OUT035,1452.6938
NCX06,OUT035,3072.6409
FDP13,OUT046,692.60443
NCR38,OUT018,3473.272
FDA01,OUT013,888.44934
FDT26,OUT017,1968.8285
FDD44,OUT027,6747.706
FDB26,OUT013,888.8659
FDP45,OUT019,524.2518
NCP55,OUT046,878.6973
FDT23,OUT017,1324.082
FDO51,OUT045,722.72833
FDA44,OUT046,856.86597
NCJ31,OUT018,3417.29
FDX37,OUT045,1621.5851
NCD18,OUT049,3989.486
FDN40,OUT027,3791.6462
FDL33,OUT017,3170.6929
DRF48,OUT035,3077.2458
FDW08,OUT035,1667.2495
FDX39,OUT018,3111.032
FDB38,OUT049,2625.97
FDY46,OUT018,2619.5515
NCB06,OUT049,2636.5022
FDA34,OUT035,3161.1687
FDA35,OUT045,2077.1091
FDQ07,OUT035,3585.8704
FDU32,OUT045,2084.7014
FDU26,OUT013,2119.3596
FDU13,OUT010,484.83813
FDO09,OUT035,3946.719
FDW03,OUT019,297.5648
FDB38,OUT013,2553.5752
FDL26,OUT010,447.14514
NCN43,OUT045,2090.529
FDH08,OUT045,3861.8132
NCC31,OUT019,455.19543
FDH14,OUT035,2234.3398
FDL40,OUT017,1604.5747
FDD20,OUT035,2192.6284
NCV53,OUT035,4403.741
FDD16,OUT045,1032.375
FDP24,OUT035,2060.3418
FDQ25,OUT045,2900.5522
FDM38,OUT035,899.7974
NCT18,OUT010,594.0623
FDM34,OUT049,2166.895
DRH37,OUT010,491.72824
NCE07,OUT013,2182.9775
FDG12,OUT013,1963.4836
FDB59,OUT010,558.92694
FDS10,OUT018,2606.7527
FDN21,OUT010,502.14117
FDM02,OUT045,1431.8062
FDO44,OUT049,1802.133
NCN17,OUT017,1681.1882
FDH16,OUT018,1228.005
FDL44,OUT046,2611.836
FDY47,OUT017,2094.3345
DRI39,OUT046,856.76953
NCX54,OUT018,1504.1476
FDE59,OUT046,657.1617
FDO46,OUT045,3132.0542
DRE13,OUT046,1403.016
FDW14,OUT013,1375.6724
FDF35,OUT046,1670.4023
FDO50,OUT019,346.86838
DRF49,OUT017,1935.5815
FDT60,OUT049,2150.521
FDP38,OUT045,776.814
FDA31,OUT027,4649.3
FDY52,OUT010,302.63342
FDD03,OUT027,6360.882
FDN52,OUT018,1141.4232
FDU20,OUT010,386.72644
FDD22,OUT035,1725.1315
NCB55,OUT019,273.3143
FDN27,OUT045,1854.5311
FDD16,OUT013,1205.6531
FDW48,OUT046,1240.5262
DRN35,OUT045,687.66504
FDX25,OUT049,3030.0469
DRD49,OUT049,3987.207
FDE21,OUT019,331.8077
FDN44,OUT035,2781.8625
DRC01,OUT049,768.0463
NCK30,OUT046,3821.3828
FDU39,OUT013,867.44214
FDB49,OUT013,1528.9526
FDS12,OUT045,2052.465
FDR57,OUT018,2292.0046
FDX22,OUT027,5594.11
FDC60,OUT013,1522.2943
NCE42,OUT049,3568.0728
NCK42,OUT049,3490.1777
DRE01,OUT017,3858.5085
FDE57,OUT018,1800.2551
DRK59,OUT019,597.0524
FDB10,OUT027,6346.4927
FDQ25,OUT046,2838.2598
FDY26,OUT017,3717.5298
FDG28,OUT049,4169.396
FDM14,OUT049,1714.6992
NCH29,OUT049,1741.205
FDD48,OUT049,1947.8427
FDC17,OUT045,3615.2122
DRH49,OUT027,2185.2192
FDN44,OUT018,2358.809
FDC29,OUT045,1921.1956
DRK01,OUT019,330.54398
FDD48,OUT017,1949.8619
FDB59,OUT013,2956.886
FDY45,OUT010,819.29895
FDX60,OUT035,1311.5662
FDT09,OUT010,416.49518
DRB24,OUT018,2158.398
FDL13,OUT035,4005.4417
FDN16,OUT035,1670.1824
FDK57,OUT013,2123.5166
FDO22,OUT027,2175.9727
FDC57,OUT010,666.9274
FDZ13,OUT027,1407.8849
FDW27,OUT013,2311.576
FDX10,OUT049,674.0878
FDY08,OUT018,1786.3254
FDA49,OUT017,1431.7235
FDC32,OUT018,1333.3691
FDO04,OUT035,908.3955
NCZ54,OUT013,2703.9272
FDY40,OUT045,765.74786
FDW36,OUT045,1665.7692
FDE11,OUT017,3179.9604
DRE37,OUT045,3095.947
NCK19,OUT017,3183.7793
FDT19,OUT035,2837.7866
FDE56,OUT045,987.4434
FDZ57,OUT010,375.4748
FDB35,OUT035,1500.4153
FDF09,OUT010,203.80016
FDO34,OUT046,2755.6038
FDA55,OUT046,3717.2612
NCM18,OUT035,1003.5605
FDJ20,OUT019,315.8636
DRQ35,OUT019,326.54965
FDG02,OUT013,3132.9565
NCU29,OUT018,2141.9424
FDL27,OUT027,1772.0438
NCA54,OUT035,2946.234
FDJ32,OUT035,1024.6895
FDB21,OUT019,584.3999
FDR46,OUT035,2532.1128
FDZ32,OUT046,1656.7373
DRF36,OUT017,3328.2273
NCU54,OUT017,3435.0796
NCI31,OUT017,658.9456
DRA59,OUT035,3117.1777
NCC55,OUT045,663.97845
FDE44,OUT018,654.2895
NCN26,OUT018,1673.1405
FDC11,OUT049,1386.4772
FDV24,OUT035,2388.007
FDR40,OUT019,331.09866
NCQ17,OUT049,2673.9333
FDC46,OUT045,3020.7834
NCM18,OUT046,995.6386
FDK16,OUT046,1504.6633
FDI28,OUT017,1316.5759
FDS11,OUT018,3220.8398
DRD13,OUT046,996.4373
FDL36,OUT035,1440.0875
FDI27,OUT013,742.38464
FDJ53,OUT019,302.04117
FDS44,OUT045,3933.9043
FDE28,OUT046,3602.568
FDQ33,OUT018,2175.9585
FDB37,OUT017,4229.2617
FDQ31,OUT045,1420.8763
NCQ05,OUT046,2400.2893
FDE10,OUT013,2153.4185
FDF38,OUT017,703.2445
FDE50,OUT019,573.58057
DRG37,OUT010,468.04868
NCH06,OUT049,4085.6304
FDY14,OUT045,4292.903
FDO27,OUT017,1554.3658
FDQ19,OUT049,4174.999
FDZ26,OUT019,548.8662
FDN51,OUT013,4339.552
FDK20,OUT035,2108.6436
FDD40,OUT018,2718.4363
DRI25,OUT018,748.8464
FDH56,OUT017,1933.0295
FDI36,OUT027,5085.742
DRH11,OUT018,755.704
NCV18,OUT017,1411.3396
DRI01,OUT049,3059.7903
DRE48,OUT049,3281.6494
FDS51,OUT035,997.51184
FDM38,OUT017,797.49585
FDB60,OUT027,5179.8257
FDY58,OUT035,3980.86
FDY22,OUT045,2237.4587
FDF11,OUT027,5727.9927
FDZ51,OUT035,1545.3949
FDQ45,OUT017,3284.4963
FDF17,OUT035,3210.8481
NCF31,OUT027,3718.6829
FDA37,OUT013,2125.5017
FDO51,OUT046,716.9269
FDF34,OUT013,3119.5913
FDD57,OUT018,1347.8812
FDO37,OUT046,3886.1865
FDR49,OUT049,775.53033
FDS39,OUT049,2144.6982
FDI48,OUT027,1332.0942
DRM35,OUT049,3093.503
FDV57,OUT035,3172.6316
FDZ55,OUT013,2552.2195
FDI28,OUT035,1310.188
FDS21,OUT045,1012.234
FDT34,OUT013,1679.3107
DRI25,OUT035,906.68854
FDT47,OUT010,445.12772
DRH39,OUT045,1139.0989
NCD54,OUT045,2303.7458
FDU16,OUT027,2250.5857
NCW29,OUT045,2126.6338
FDV25,OUT027,5591.7446
FDM56,OUT035,1749.3701
FDZ04,OUT027,1820.3573
FDG59,OUT019,205.85776
FDI56,OUT045,1425.9891
FDS33,OUT035,1458.8124
FDC23,OUT049,2937.486
FDT11,OUT049,3119.4905
FDG17,OUT045,3953.626
FDZ44,OUT045,1899.5072
FDJ52,OUT013,2502.2996
DRI23,OUT046,2517.8975
DRE15,OUT010,334.36267
NCF07,OUT013,1631.677
NCR29,OUT049,892.0789
FDE44,OUT019,242.01971
FDT23,OUT035,1329.6609
NCG06,OUT017,4067.428
NCU41,OUT010,606.4311
FDH46,OUT017,1685.127
FDV31,OUT013,2968.1448
NCT41,OUT027,3912.0142
FDE22,OUT027,3904.4087
FDC26,OUT045,1706.2794
DRF51,OUT017,655.2497
NCY53,OUT019,327.81387
FDY21,OUT017,3179.8433
FDL27,OUT013,1013.1828
FDZ34,OUT049,3266.549
NCF43,OUT010,500.76648
FDC21,OUT035,1676.7548
FDL26,OUT013,2444.713
FDT25,OUT010,378.12088
NCR30,OUT046,1105.1967
DRL23,OUT019,296.73508
NCR05,OUT049,3204.4158
NCE19,OUT018,752.16626
FDY07,OUT035,739.8163
FDB10,OUT017,3994.944
FDP57,OUT013,1685.2802
FDU48,OUT019,330.7974
FDH48,OUT035,1413.7926
FDO33,OUT035,1976.5122
